Data,Weekday,Hour,RO_price,RO_quantity,BG_price,SR_price,HU_price
1/2/2019,3,1,23.30833333,2498.3,24.51,69.51,59.9
1/2/2019,3,2,16.66875,2239.8,24.5,51.08,52.71
1/2/2019,3,3,14.95208333,2092,24.08,34.03,36.49
1/2/2019,3,4,7.69375,2086.3,24.06,28.49,31.24
1/2/2019,3,5,8.65625,2109.7,22.54,26.95,25.98
1/2/2019,3,6,21.41666667,2008,24.04,30.9,26.69
1/2/2019,3,7,32.45208333,2019.2,22.54,31.94,27.99
1/2/2019,3,8,47.70833333,2123.8,22.55,44.93,28.49
1/2/2019,3,9,52.57083333,2129,24.5,40.32,33.98
1/2/2019,3,10,52.57083333,2058,24.53,45.03,41.24
1/2/2019,3,11,45.57083333,2049.3,24.52,49.97,41
1/2/2019,3,12,39.8375,2044.4,24.5,52.01,45.16
1/2/2019,3,13,41.43333333,2078.2,24.5,52,44.07
1/2/2019,3,14,48.3,2066.1,24.5,46.91,41.16
1/2/2019,3,15,59.34375,2071.8,24.54,40.57,42.83
1/2/2019,3,16,63.60416667,2289.8,46.05,52.08,54.91
1/2/2019,3,17,70.625,2749.1,97.02,69.57,72.02
1/2/2019,3,18,72.90833333,2867.7,98.7,69.58,73.8
1/2/2019,3,19,72.70833333,2803.9,97.03,70.02,72.02
1/2/2019,3,20,70.98541667,2637.1,95.66,70.02,70.63
1/2/2019,3,21,70.625,2522.3,83.46,70.07,68.38
1/2/2019,3,22,70.625,2400.3,71.59,71.32,53.12
1/2/2019,3,23,68.0125,2194.1,51.16,70.09,36.86
1/2/2019,3,24,57.79375,2153.6,46.06,69.56,23.95
1/3/2019,4,1,50.68333333,2019.4,22.54,90.08,23.99
1/3/2019,4,2,43.78541667,2053.2,22.51,53.09,17.16
1/3/2019,4,3,40.91666667,2066.6,10.08,35.01,15.39
1/3/2019,4,4,40.85833333,2070.7,10.03,28.05,7.92
1/3/2019,4,5,41.94166667,2094.6,15.8,25.46,8.91
1/3/2019,4,6,47.64375,1968.5,30.5,31,22.04
1/3/2019,4,7,64.375,1952,51.54,36.99,33.4
1/3/2019,4,8,112.5,2386.2,115.53,50.97,49.1
1/3/2019,4,9,101.28125,2506.1,127.1,63.82,54.1
1/3/2019,4,10,103.2104167,2862.7,118.13,65.08,56.92
1/3/2019,4,11,97.1375,2823.9,120.43,67.05,56.87
1/3/2019,4,12,92.32916667,2829.3,102.3,67.07,60.07
1/3/2019,4,13,92.34791667,2778.9,72.17,67.23,59.07
1/3/2019,4,14,81.50833333,2689.8,70.1,66.73,55.85
1/3/2019,4,15,81.00416667,2535.9,114.65,66.96,61.08
1/3/2019,4,16,80.98541667,2459.3,120.95,71.89,65.46
1/3/2019,4,17,113.3291667,2886.5,119.73,77.69,72.69
1/3/2019,4,18,93.75,3049.7,117.32,87.72,75.04
1/3/2019,4,19,81.55208333,3032,112.74,80.53,74.83
1/3/2019,4,20,73.82291667,2893.8,101.71,76.06,73.06
1/3/2019,4,21,69.9625,2720.3,95.71,67.21,72.69
1/3/2019,4,22,65.18125,2678.7,87.75,67.05,72.69
1/3/2019,4,23,31.62291667,2509.2,60.09,64.13,70
1/3/2019,4,24,10.41666667,2311.2,51.49,61.5,59.48
1/4/2019,5,1,48.8875,2346.5,53.55,57,52.16
1/4/2019,5,2,29.15,2380,53.53,47.08,45.06
1/4/2019,5,3,25.20833333,2397.9,53.53,46.97,42.11
1/4/2019,5,4,24.75625,2390,53.55,46.91,42.05
1/4/2019,5,5,26.87291667,2307.8,53.6,46.03,43.17
1/4/2019,5,6,46.11041667,2437.5,94.68,50.98,49.04
1/4/2019,5,7,62.22916667,2659.4,140.18,62.08,66.25
1/4/2019,5,8,67.97083333,2834.8,148.28,71.91,115.78
1/4/2019,5,9,65.0625,3378.6,148.32,84.08,83.95
1/4/2019,5,10,67.19791667,3419.7,148.3,84.09,85.03
1/4/2019,5,11,66.69166667,3382.9,148.29,82.94,81.93
1/4/2019,5,12,68.4875,3417.9,148.28,75.51,95.02
1/4/2019,5,13,68.27291667,3323.1,146.15,73.94,95.04
1/4/2019,5,14,68.54166667,3231.9,144.27,72.01,83.89
1/4/2019,5,15,71.98541667,3145.2,141.86,72.03,83.37
1/4/2019,5,16,82.42291667,3290.2,125.05,73.17,83.35
1/4/2019,5,17,114.5833333,3477.1,90.1,77.07,116.64
1/4/2019,5,18,125,3727.1,70.09,82.25,96.49
1/4/2019,5,19,118.75,3681.3,70.7,83.93,83.93
1/4/2019,5,20,116.4645833,3485.9,68.53,79.8,75.98
1/4/2019,5,21,118.3333333,3427.4,61.39,74.93,72
1/4/2019,5,22,101.8395833,3432.9,53.57,72.03,67.08
1/4/2019,5,23,108.1208333,3217.6,53.55,69.97,60.03
1/4/2019,5,24,82.7625,3259.9,24.07,64.94,51.08
1/5/2019,6,1,62.42916667,2840.5,22.54,60.02,50.31
1/5/2019,6,2,49.61875,2854.2,22.54,50.27,49.43
1/5/2019,6,3,43.6875,2929.6,22.53,48.09,47.37
1/5/2019,6,4,37.96041667,2985,22.53,46.03,46.06
1/5/2019,6,5,37.96041667,3000.1,22.54,46.18,45.32
1/5/2019,6,6,46.175,3074.7,24.49,51.07,47.46
1/5/2019,6,7,55.73541667,3056.3,43.29,65.98,64.04
1/5/2019,6,8,64.375,3455.2,60.01,75.08,69.95
1/5/2019,6,9,64.375,3520.3,60.03,80.43,66.96
1/5/2019,6,10,67.86875,3522.5,37.3,78.97,69.16
1/5/2019,6,11,69.94375,3446.7,36.57,77.91,68.64
1/5/2019,6,12,68.54166667,3313.6,33.94,78.15,70.49
1/5/2019,6,13,66.35208333,3301.8,37.26,76.04,70.26
1/5/2019,6,14,62.44791667,3228.8,40.88,77.93,70.54
1/5/2019,6,15,60.35416667,3228.5,62.1,77.94,74.09
1/5/2019,6,16,63.26041667,3196.5,62.04,88.92,84.83
1/5/2019,6,17,93.75,3304,112.93,116.07,117.93
1/5/2019,6,18,72.70833333,3401.6,95.1,117.95,128.65
1/5/2019,6,19,72.70833333,3373.3,95.01,114.94,122.22
1/5/2019,6,20,70.625,3272.9,80.19,102.94,119.86
1/5/2019,6,21,63.32291667,2951.3,95,95.69,121.79
1/5/2019,6,22,56.82291667,2796.3,95.05,84.95,104.81
1/5/2019,6,23,53.13958333,2642.6,135.17,93.52,111.28
1/5/2019,6,24,45.01458333,2461.9,94.63,75.09,85.18
1/6/2019,0,1,49.37291667,2409.2,76.88,75.06,64.23
1/6/2019,0,2,46.60208333,2314.7,66.23,75.07,51.05
1/6/2019,0,3,44.775,2310.6,60.04,68.14,44.95
1/6/2019,0,4,41.65208333,2360.6,56.9,63.2,39.05
1/6/2019,0,5,41.79375,2400.5,58.01,58.51,39.05
1/6/2019,0,6,45.00416667,2452.9,61.09,55.99,47.5
1/6/2019,0,7,47.70833333,2668.9,77.09,72.74,57.34
1/6/2019,0,8,46.89166667,2907.9,69.96,75.04,53.07
1/6/2019,0,9,58.33333333,3130.9,72.92,74.78,66.07
1/6/2019,0,10,64.16041667,3202,69.97,76.82,69.82
1/6/2019,0,11,67.99791667,3151.1,71.98,84.57,71.96
1/6/2019,0,12,68.10625,3066,60.57,83.21,70.52
1/6/2019,0,13,64.19375,2984.1,58.38,82.54,68.26
1/6/2019,0,14,55.875,2896.4,67.93,75.05,64.25
1/6/2019,0,15,52.41041667,2911.6,78.36,75.04,62.09
1/6/2019,0,16,57.25625,3084,85.42,78.02,65.08
1/6/2019,0,17,63.025,3509.8,105.02,100.44,68.16
1/6/2019,0,18,69.04166667,3625.2,105.15,100.08,74.8
1/6/2019,0,19,70.03958333,3509.9,96.13,93.71,74.8
1/6/2019,0,20,66.52291667,3437.1,79.98,90.9,72.66
1/6/2019,0,21,70.625,3079.9,79.94,85.14,65.15
1/6/2019,0,22,58.16458333,2661.9,70.9,78.93,58.46
1/6/2019,0,23,55.175,2378.4,42.4,75.08,54.67
1/6/2019,0,24,34.99166667,2340.9,50.58,63.9,46.31
1/7/2019,1,1,47.62916667,2095.4,51.43,73.78,50.81
1/7/2019,1,2,47.09375,2096.8,36.84,75.01,47.95
1/7/2019,1,3,45.2875,2037.6,24.53,59.62,46.07
1/7/2019,1,4,44.72291667,1986.4,24.54,44.03,42.86
1/7/2019,1,5,45.675,2066.5,38.06,41.37,43.01
1/7/2019,1,6,49.09583333,2144.9,40.48,44.92,46.31
1/7/2019,1,7,77.29791667,2333,42.89,58.02,47.4
1/7/2019,1,8,96.97916667,2431.3,49.48,56.14,48.25
1/7/2019,1,9,108.5416667,2646.8,50,62.01,60.03
1/7/2019,1,10,114.5833333,2679.9,53.26,65.08,66.02
1/7/2019,1,11,101.0416667,2623.9,66.01,70.03,69.97
1/7/2019,1,12,93.75,2531.6,56.07,71.07,70.08
1/7/2019,1,13,91.61666667,2458.3,51.35,68.08,66.06
1/7/2019,1,14,85.61875,2590.7,57.63,65.09,57.49
1/7/2019,1,15,85.625,2655.7,55.31,64.16,53.93
1/7/2019,1,16,87.50208333,2624.9,69.95,65,58.92
1/7/2019,1,17,116.6708333,3013.5,77.05,74.29,64.85
1/7/2019,1,18,116.4916667,3186,85.83,79.9,71.04
1/7/2019,1,19,114.5833333,3170.5,77.21,78.07,72.07
1/7/2019,1,20,98.325,3070.4,70.55,75.99,68.45
1/7/2019,1,21,74.90833333,2942,69.95,74.01,72.67
1/7/2019,1,22,68.03333333,2780.5,64.02,67.18,59.85
1/7/2019,1,23,67,2738.6,54.24,75.01,56.78
1/7/2019,1,24,60.14375,2691.3,33.79,75.23,51.13
1/8/2019,2,1,37.87083333,2399.2,35.27,62.27,49.01
1/8/2019,2,2,35.5125,2439.8,33.21,53.58,48.46
1/8/2019,2,3,33.58958333,2499.4,24.52,50.92,46.6
1/8/2019,2,4,38.63958333,2505.5,24.54,50.76,46.02
1/8/2019,2,5,41.5625,2429.9,46.21,51.41,47
1/8/2019,2,6,61.27083333,2737.5,70.1,54.09,50.52
1/8/2019,2,7,73.17708333,3329.3,76.95,63.91,62
1/8/2019,2,8,109.6395833,3704.7,104.44,75,71.1
1/8/2019,2,9,116.25,3917.8,120.09,76.93,74.83
1/8/2019,2,10,101.8395833,3982.6,107.07,78.91,75.09
1/8/2019,2,11,92.13125,4003.4,111.93,78.35,75.23
1/8/2019,2,12,91.68958333,3986.7,93.58,78.47,75.45
1/8/2019,2,13,91.96041667,3956.3,102.18,76.98,73.91
1/8/2019,2,14,87.55,3869.4,103.06,75.08,73.05
1/8/2019,2,15,88.99375,3812.3,103.41,75.09,72.76
1/8/2019,2,16,88.0375,3816.8,93.56,75.85,73.02
1/8/2019,2,17,109.6395833,4051.8,95.07,82.18,71.27
1/8/2019,2,18,96.875,4106.9,100.1,83.61,74.4
1/8/2019,2,19,85.48541667,4047.1,93.53,85.01,71.04
1/8/2019,2,20,79.68125,3895.2,82.95,78.69,69.89
1/8/2019,2,21,75.88333333,3611.9,82.94,75.08,77.08
1/8/2019,2,22,69.43958333,3127.7,76.98,70.1,70.01
1/8/2019,2,23,70.625,2858.1,68.94,68.97,68.94
1/8/2019,2,24,61.23541667,2551.4,58.33,66.29,61.89
1/9/2019,3,1,45.17083333,2741.2,61.4,63.99,51.4
1/9/2019,3,2,41.5625,2709.6,61.39,60.05,42.99
1/9/2019,3,3,35.20833333,2675.3,60.93,55.95,41
1/9/2019,3,4,31.45833333,2610.1,64.23,55.03,39.76
1/9/2019,3,5,37.49791667,2506.9,64.64,56.12,42.77
1/9/2019,3,6,48.44166667,2603.2,80.2,62.61,63.05
1/9/2019,3,7,72.70833333,3177.8,108.03,78.88,75.3
1/9/2019,3,8,87.49791667,3660.1,145.08,88.99,110.17
1/9/2019,3,9,93.75,3841.7,135,88.96,90.01
1/9/2019,3,10,102.0041667,3959.6,129.07,92.37,93.96
1/9/2019,3,11,93.75,3892.3,125.14,91.03,90.07
1/9/2019,3,12,103.9875,3783.5,120.13,89.93,94.35
1/9/2019,3,13,106.9666667,3764.2,129.68,84.96,94.63
1/9/2019,3,14,104.1666667,3693.8,138.56,85.48,90.09
1/9/2019,3,15,91.80208333,3655.4,143.18,86.4,91.58
1/9/2019,3,16,93.75,3724.4,135.08,88.36,90.59
1/9/2019,3,17,114.5833333,4001.2,129.69,101.24,94.61
1/9/2019,3,18,101.03125,4006,143.29,103.21,99.68
1/9/2019,3,19,85.40208333,3915.9,123.03,91.86,87.96
1/9/2019,3,20,78.76666667,3697.2,107.08,87.01,81.99
1/9/2019,3,21,72.70833333,3319.4,99.91,84.92,78.08
1/9/2019,3,22,64.1625,2877.3,86.48,75.01,71.45
1/9/2019,3,23,56.35,2838.5,86.02,73.96,72.67
1/9/2019,3,24,35.20833333,2609.3,63.16,67.29,63.01
1/10/2019,4,1,41.5625,2617.9,36.58,56.9,46.49
1/10/2019,4,2,35.20833333,2509.3,32.83,52.33,42.78
1/10/2019,4,3,33.33333333,2341.1,25.69,43.95,36.24
1/10/2019,4,4,33.33333333,2422.6,25.64,41.97,32.38
1/10/2019,4,5,35.20833333,2492.7,28.69,43.99,38.6
1/10/2019,4,6,50.59166667,2818.8,60.03,54.97,49.86
1/10/2019,4,7,66.03125,3279.4,75.99,71.01,74.84
1/10/2019,4,8,79.325,3645.7,104.32,107.15,90.06
1/10/2019,4,9,93.75,3897.2,110.01,90.96,96.5
1/10/2019,4,10,116.6666667,3876.4,114.02,90.52,104.99
1/10/2019,4,11,116.6666667,3873.8,110.13,89.19,96.5
1/10/2019,4,12,116.6666667,3788,109.81,90.07,107.03
1/10/2019,4,13,116.6666667,3738,115.13,85.3,110.1
1/10/2019,4,14,113.6604167,3649.5,112.27,84.91,107.22
1/10/2019,4,15,102.0354167,3649.8,104.56,85.9,94.49
1/10/2019,4,16,114.5833333,3639.1,101.56,80.98,96.5
1/10/2019,4,17,127.0833333,3867.1,61.04,87.39,88.28
1/10/2019,4,18,127.0833333,3928,81.33,90.71,90.04
1/10/2019,4,19,125,3871.5,63.94,85.83,84.98
1/10/2019,4,20,110.7458333,3656,63.58,80.14,81.07
1/10/2019,4,21,84.42916667,3457.8,75.93,68.06,74.84
1/10/2019,4,22,74.85833333,3219,54.93,66.76,66.04
1/10/2019,4,23,71.9875,3297.1,48.59,69.85,58
1/10/2019,4,24,69.025,2980.6,45.08,71.58,51
1/11/2019,5,1,67.66875,3132.3,39.14,56.31,52.13
1/11/2019,5,2,61.27916667,3059.7,31.06,54.07,49.98
1/11/2019,5,3,54.12083333,3031.7,28.96,51.22,47.9
1/11/2019,5,4,50.85,3127.3,28.46,48.94,47.41
1/11/2019,5,5,50.90625,3209.3,35.47,48.9,48.36
1/11/2019,5,6,60.41875,3344.3,62.09,51.97,52.03
1/11/2019,5,7,69.69791667,3140.8,79.99,69.54,67.91
1/11/2019,5,8,75.92708333,3576.6,61.15,77.05,81.59
1/11/2019,5,9,82.74583333,3805.6,94.99,84.78,96.42
1/11/2019,5,10,79.30416667,3578,130.02,90.29,119.99
1/11/2019,5,11,75.75,3625.4,130.01,94.18,119.99
1/11/2019,5,12,72.78125,3619.7,125.87,105.03,119.99
1/11/2019,5,13,70.625,3698.8,139.04,104.2,119.99
1/11/2019,5,14,69.925,3751.3,139.05,99.94,116.9
1/11/2019,5,15,72.10208333,3698.9,139.04,93.03,104.94
1/11/2019,5,16,78.04166667,3742.9,139,96.77,117.85
1/11/2019,5,17,125,3779.9,138.57,114.94,130.7
1/11/2019,5,18,125.31875,3896.5,135.79,101.1,130.7
1/11/2019,5,19,125,4125.2,129.02,104.66,124.02
1/11/2019,5,20,125,4033.2,94.19,93.97,97.07
1/11/2019,5,21,115.625,3752.2,91.8,84.36,86.83
1/11/2019,5,22,81.49166667,3188.5,83.59,78.5,76.99
1/11/2019,5,23,83.33333333,3064.9,95.56,71.07,74.04
1/11/2019,5,24,70.08333333,3017.3,81.04,71.02,70.99
1/12/2019,6,1,71.08958333,2759.9,61.38,64.62,69.52
1/12/2019,6,2,66.18125,2821,50.08,59.82,62.96
1/12/2019,6,3,59.61875,2718,42.64,54.34,55.6
1/12/2019,6,4,56.29583333,2561.5,57.27,49.9,52.24
1/12/2019,6,5,52.62708333,2569.7,62.32,49.95,52.3
1/12/2019,6,6,52.23958333,2896.1,72.04,55.01,62.07
1/12/2019,6,7,47.70833333,3207.5,76.68,69.12,71.6
1/12/2019,6,8,66.1125,3644.3,65.66,78.52,78
1/12/2019,6,9,75.99166667,3904.9,97.46,87.42,85.01
1/12/2019,6,10,75.20625,3866.8,98.85,88.89,81.47
1/12/2019,6,11,72.54166667,3739.4,72.54,82.86,77.82
1/12/2019,6,12,70.64375,3730,63.68,84.16,74.77
1/12/2019,6,13,66.99166667,3597.3,62.91,86.1,72.56
1/12/2019,6,14,61.40416667,3470.6,62.89,82.69,71.84
1/12/2019,6,15,60.29791667,3372.3,81.25,82.93,74.08
1/12/2019,6,16,64.34791667,3519.7,85.21,91.92,80.18
1/12/2019,6,17,72.70833333,3826.4,74.1,115.06,90.04
1/12/2019,6,18,80.375,3647.5,81.99,119.01,94.86
1/12/2019,6,19,81.96875,3737.8,87.01,119.09,100.05
1/12/2019,6,20,81.25208333,3761.6,78.04,99.07,90.07
1/12/2019,6,21,75.99583333,3504.4,92.69,88.55,88.1
1/12/2019,6,22,72.70833333,3227.4,75.94,78,83.72
1/12/2019,6,23,70.625,3100.5,61.39,75.05,85.61
1/12/2019,6,24,68.22083333,2878.3,61.37,70.04,72
1/13/2019,0,1,68.24583333,2649.4,93.46,78.86,72.97
1/13/2019,0,2,53.63125,2692.2,85.54,64.05,67.93
1/13/2019,0,3,47.68541667,2759.9,78.05,59.01,61.19
1/13/2019,0,4,44.65208333,2741.2,68,55,57.78
1/13/2019,0,5,43.76458333,2654.5,67.08,52.6,54.02
1/13/2019,0,6,41.5625,2564.3,68.61,62.04,53.62
1/13/2019,0,7,47.79166667,2780.4,55,63.03,48.97
1/13/2019,0,8,44.66875,2941.3,75.03,68.12,67.86
1/13/2019,0,9,58.49791667,3036.2,62.08,73.04,78
1/13/2019,0,10,70.625,3134.7,57.29,74.46,77.19
1/13/2019,0,11,72.70833333,3098.3,53.84,75,74.46
1/13/2019,0,12,76.08125,3098.6,51.55,75,72.51
1/13/2019,0,13,68.54166667,3003.3,48.64,71.49,68.76
1/13/2019,0,14,54.36666667,2965.1,45.06,71.04,63.03
1/13/2019,0,15,50.76875,2893.7,46.12,71,61.89
1/13/2019,0,16,65.38125,2989.5,68.13,72.48,66.05
1/13/2019,0,17,85.77291667,3359.4,84.61,75.72,74.63
1/13/2019,0,18,122.8229167,3530.7,94.05,86.37,82.5
1/13/2019,0,19,98.48541667,3398.4,92.05,84.1,84.14
1/13/2019,0,20,90.69791667,3344.1,85.57,82.53,83.4
1/13/2019,0,21,76.08541667,3137.3,66.82,80.22,78
1/13/2019,0,22,72.70833333,2733.5,65.56,74.93,74.63
1/13/2019,0,23,60.22291667,2655.2,87.21,77.18,72.49
1/13/2019,0,24,41.5625,2643.8,35.76,77.97,70.02
1/14/2019,1,1,44.675,2551.9,39.34,76.03,70.02
1/14/2019,1,2,39.01875,2398.9,39.32,78.01,55.03
1/14/2019,1,3,26.76875,2374.3,39.32,59.08,48.93
1/14/2019,1,4,25.33958333,2397.8,39.33,53.29,45.81
1/14/2019,1,5,29.375,2429.7,38.91,51.01,44.9
1/14/2019,1,6,52.18333333,2549.6,36.77,51.73,42.64
1/14/2019,1,7,102.3833333,2580.2,43.1,59.6,49.04
1/14/2019,1,8,104.1666667,2788.8,36.79,59.9,45.83
1/14/2019,1,9,104.1666667,2920.2,36.78,67.03,60.02
1/14/2019,1,10,125,2873.8,40.06,74.4,72.46
1/14/2019,1,11,114.1041667,2859.8,40.27,78.05,74.6
1/14/2019,1,12,112.0791667,2867.8,39.59,78.8,78.06
1/14/2019,1,13,112.0791667,2702.1,51.62,77.05,70.33
1/14/2019,1,14,94.37083333,2648.5,50.09,74.03,55.78
1/14/2019,1,15,92.3375,2676.9,62.12,72.06,52.09
1/14/2019,1,16,97.21041667,2820.2,82.13,73.08,67.08
1/14/2019,1,17,115.2083333,3321,116.98,78.08,88.01
1/14/2019,1,18,112.0708333,3475.8,120.87,87.96,126.02
1/14/2019,1,19,99.61458333,3465.1,116.02,80.08,101.05
1/14/2019,1,20,93.675,3307.6,103.18,80.08,93.06
1/14/2019,1,21,104.1666667,3105.6,76.98,80.63,78.07
1/14/2019,1,22,78.62291667,2876.1,72.99,76.01,74.6
1/14/2019,1,23,82.80208333,2693.1,55.31,74.09,61.79
1/14/2019,1,24,70.625,2572.3,39.33,77.27,42.64
1/15/2019,2,1,63.54166667,2395.7,38.3,71.1,45.84
1/15/2019,2,2,57.61875,2246.5,25.65,53.02,40.03
1/15/2019,2,3,53.43958333,2414.4,22.54,49.93,27.47
1/15/2019,2,4,46.97916667,2511.7,22.55,46.92,26
1/15/2019,2,5,49.7125,2520,25.55,47.04,30.14
1/15/2019,2,6,66.25625,3050.9,39.37,52.96,53.54
1/15/2019,2,7,70.625,3255.5,49.52,73.04,105.05
1/15/2019,2,8,116.8895833,3760,99.07,83.9,106.88
1/15/2019,2,9,116.8875,3848.4,99.05,90.45,106.88
1/15/2019,2,10,125,3877.7,79.55,89.95,128.05
1/15/2019,2,11,120.5229167,3805.3,99.01,89.99,117.07
1/15/2019,2,12,112.1375,3743.5,61.44,92.1,115
1/15/2019,2,13,116.8583333,3782.8,85.16,90.09,115
1/15/2019,2,14,104.1666667,3780.8,99.07,89.24,96.83
1/15/2019,2,15,112.125,3673.4,109.79,86.1,94.74
1/15/2019,2,16,121.8395833,3702.4,114.72,94.24,99.74
1/15/2019,2,17,125,4076.6,99.01,109.96,118.21
1/15/2019,2,18,127.35,4194.6,130.04,109.93,114.99
1/15/2019,2,19,124.1666667,4194.8,102.16,95.1,102.21
1/15/2019,2,20,112.1,4002.2,99.09,85.18,96.11
1/15/2019,2,21,105.7041667,3673.2,99.1,81.05,106.88
1/15/2019,2,22,91.2125,3229.7,38.33,78.03,80.67
1/15/2019,2,23,79.16875,3349.9,55.07,78.03,84.96
1/15/2019,2,24,64.375,3020.8,39.36,64.85,72.46
1/16/2019,3,1,67.06666667,2746.8,54.6,66.31,65.2
1/16/2019,3,2,59.50833333,2668.9,39.33,57.17,59.12
1/16/2019,3,3,45.51458333,2645.1,39.33,53.84,54.83
1/16/2019,3,4,37.02708333,2629.7,38.33,48.28,48.2
1/16/2019,3,5,44.87291667,2599.8,39.35,50.07,51.01
1/16/2019,3,6,56.65625,3083.8,65.52,61.91,67.98
1/16/2019,3,7,73.56666667,3503.8,74,99.96,72.46
1/16/2019,3,8,87.09583333,3793.3,130.24,114.98,119.93
1/16/2019,3,9,93.79166667,3919.8,136.27,120.93,119.93
1/16/2019,3,10,98.4125,3821,115.91,132.09,128.25
1/16/2019,3,11,87.61666667,3796.9,68.09,121.61,123.66
1/16/2019,3,12,82.84583333,3748.2,35.78,114.92,115.06
1/16/2019,3,13,82.78333333,3704.4,35.77,115.07,119.9
1/16/2019,3,14,81.25208333,3637,35.74,111.96,106.88
1/16/2019,3,15,78.93958333,3587.6,42.94,111.91,115.04
1/16/2019,3,16,87.6,3650.3,68.1,117.9,125.01
1/16/2019,3,17,123.3583333,3673.5,74.84,129.98,128.25
1/16/2019,3,18,131.4520833,3916.3,55.26,128.55,130.67
1/16/2019,3,19,129.6291667,4051.7,38.33,123.92,127.4
1/16/2019,3,20,125,3886.8,55.53,117.92,115.02
1/16/2019,3,21,125,3544.7,62.54,111.97,108.46
1/16/2019,3,22,112.2645833,3243.7,80.13,90.93,93.59
1/16/2019,3,23,98.29791667,3075,68.02,79.95,81.23
1/16/2019,3,24,74.13125,2910.1,39.32,74.94,66.05
1/17/2019,4,1,68.75,2487.9,54.88,66.45,68.83
1/17/2019,4,2,61.58958333,2492.8,39.35,61.75,61.07
1/17/2019,4,3,57.5625,2463.9,39.33,53.9,46.71
1/17/2019,4,4,56.5875,2493.7,25.56,47.05,38
1/17/2019,4,5,60.375,2584.6,39.37,49.96,46.05
1/17/2019,4,6,72.70833333,2963.9,55.56,61.5,58.14
1/17/2019,4,7,127.0833333,3385.2,115.18,73.33,75.5
1/17/2019,4,8,135.4166667,3805.1,109.91,100.42,89.38
1/17/2019,4,9,135.4166667,3940.9,119.56,114.54,96.26
1/17/2019,4,10,134.5083333,3900.4,109.98,122,101
1/17/2019,4,11,127.0833333,3829.4,109.96,120.03,89.92
1/17/2019,4,12,125.1875,3763.8,63.95,113.02,85.02
1/17/2019,4,13,125.1875,3737.1,63.93,108.01,84.96
1/17/2019,4,14,125,3634,63.93,102.93,83.39
1/17/2019,4,15,125,3555.7,63.93,102.92,81.01
1/17/2019,4,16,127.0833333,3582.7,63.96,105.07,89.9
1/17/2019,4,17,135.4166667,3747.9,63.93,122.03,126.6
1/17/2019,4,18,135.4166667,3712.8,75.18,130.05,134.91
1/17/2019,4,19,135.4166667,3651,72.43,130.08,133.04
1/17/2019,4,20,135.4166667,3519.8,65.52,116.76,120.05
1/17/2019,4,21,124.1666667,3331.7,63.94,111.97,128.28
1/17/2019,4,22,72.70833333,3227.6,63.93,96.93,115.22
1/17/2019,4,23,67.67708333,2859,39.4,88.95,100.88
1/17/2019,4,24,64.58541667,2843,52.22,74.9,76.08
1/18/2019,5,1,56.62708333,2813.9,56.27,74.7,70.48
1/18/2019,5,2,47.12083333,2800.8,56.27,66.09,63.14
1/18/2019,5,3,46.40208333,2766.7,56.27,58.95,59.01
1/18/2019,5,4,46.41458333,2801.1,56.26,56.22,58.01
1/18/2019,5,5,50.97916667,2934,56.28,56.93,59.93
1/18/2019,5,6,66.16666667,3139.3,102.22,63.51,65.05
1/18/2019,5,7,78.35416667,3594,145.5,90.71,74.03
1/18/2019,5,8,105.3541667,3449.5,145.6,120.93,127.52
1/18/2019,5,9,102.3770833,3573.2,146.21,131.01,138.82
1/18/2019,5,10,96.75208333,3610.2,142.9,132.97,137.89
1/18/2019,5,11,87.75625,3717.9,132.89,131.02,130.28
1/18/2019,5,12,88.85208333,3710.6,73.16,127.36,128.34
1/18/2019,5,13,88.83333333,3635.7,72.63,118.05,128.34
1/18/2019,5,14,85.79166667,3572.2,72.64,114.81,120.93
1/18/2019,5,15,82.94583333,3531.8,129.99,105.08,79.95
1/18/2019,5,16,85.61666667,3420,144.05,113.09,80.03
1/18/2019,5,17,102.45625,3500.2,146.58,127.45,101.57
1/18/2019,5,18,105.3791667,3513,152.85,126.93,94.69
1/18/2019,5,19,97.4,3629.3,145.54,124.63,89.93
1/18/2019,5,20,82.36875,3614.9,139.11,113.09,88.01
1/18/2019,5,21,76.17708333,3497.4,139.45,96.91,84.93
1/18/2019,5,22,70.15208333,3293,102.59,88.37,72.47
1/18/2019,5,23,67.3875,2913.8,102.53,79.96,69.38
1/18/2019,5,24,60.14375,2561.6,66.91,74.96,66.21
1/19/2019,6,1,62.5,2427.4,56.25,68.85,58.04
1/19/2019,6,2,51.95833333,2460,51.16,61.96,48.3
1/19/2019,6,3,50.79791667,2438.1,51.17,58.17,47.56
1/19/2019,6,4,50.30833333,2412.8,51.15,55.63,47.57
1/19/2019,6,5,50.48125,2612.4,56.25,55.36,52.25
1/19/2019,6,6,51.87291667,3067.9,78.03,60.09,67.82
1/19/2019,6,7,64.76666667,3510.1,85.38,80.02,80.31
1/19/2019,6,8,72.56666667,3915,106.97,102.91,107.99
1/19/2019,6,9,78.15,4071.6,106.99,107.9,104.93
1/19/2019,6,10,84.80208333,4005.5,74.16,106.79,99.17
1/19/2019,6,11,89.92708333,3909.2,73.66,110.02,89.95
1/19/2019,6,12,88.99791667,3797.8,73.15,115.67,91.07
1/19/2019,6,13,91.4875,3771.3,72.63,120,91.05
1/19/2019,6,14,82,3679.6,72.64,110.67,87.93
